============================================================================================
    Date     Time  Temp SpCond  Cond    pH      pH Turbid+   Chl   Chl ODOsat    ODO Battery
   m/d/y hh:mm:ss     C  uS/cm mS/cm            mV     NTU  ug/L   RFU      %   mg/L   volts
--------------------------------------------------------------------------------------------
09/30/12 16:01:13 14.74    249 0.200  8.41  -127.7    10.4   3.7   1.1  106.8  10.82    10.5
09/30/12 16:31:12 14.74    249 0.200  8.41  -127.5     6.4   9.2   2.7  106.4  10.79    10.5
09/30/12 17:01:13 14.70    248 0.200  8.43  -128.6     6.3   7.6   2.2  108.2  10.97    10.5
09/30/12 17:31:13 14.77    249 0.200  8.40  -127.3     5.1   2.7   0.8  106.1  10.75    10.5
09/30/12 18:01:13 14.89    249 0.201  8.38  -125.5     6.3   6.7   2.0  104.5  10.55    10.5
09/30/12 18:31:13 14.91    249 0.201  8.36  -124.8     8.3   8.3   2.4  103.3  10.43    10.5
09/30/12 19:01:13 14.86    249 0.201  8.35  -124.3    10.6  12.8   3.8  103.1  10.42    10.5
09/30/12 19:31:13 14.78    249 0.201  8.38  -125.7     8.3   7.1   2.1  103.8  10.51    10.5
09/30/12 20:01:13 14.76    249 0.200  8.37  -125.2     7.8  10.4   3.1  103.6  10.49    10.5
09/30/12 20:31:13 14.75    249 0.200  8.37  -125.2     7.7  12.7   3.7  103.9  10.53    10.5
09/30/12 21:01:13 14.77    249 0.200  8.37  -125.3    10.0  12.7   3.7  103.5  10.48    10.5
09/30/12 21:31:13 14.78    249 0.200  8.37  -124.9     8.3   8.4   2.5  103.5  10.48    10.5
09/30/12 22:01:13 14.76    249 0.200  8.36  -124.9    12.3   9.2   2.7  103.3  10.46    10.5
09/30/12 22:31:13 14.73    249 0.200  8.35  -124.2     9.7  13.5   4.0  102.2  10.36    10.5
09/30/12 23:01:13 14.72    249 0.200  8.34  -123.5    11.2   8.8   2.6  101.4  10.28    10.5
09/30/12 23:31:12 14.72    249 0.200  8.32  -122.5     8.4  11.8   3.5  100.3  10.17    10.5
10/01/12 00:01:13 14.72    249 0.200  8.32  -122.1    10.6   9.8   2.9   99.9  10.13    10.5
10/01/12 00:31:13 14.71    250 0.200  8.31  -121.4    10.3   6.6   2.0   98.9  10.03    10.5
10/01/12 01:01:13 14.72    250 0.201  8.30  -121.3     9.1  10.0   3.0   98.9  10.03    10.5
10/01/12 01:31:13 14.74    249 0.201  8.30  -121.0     6.4  10.1   3.0   98.9  10.03    10.5
10/01/12 02:01:13 14.74    250 0.201  8.30  -120.8    10.1   9.2   2.7   98.6   9.99    10.5
10/01/12 02:31:13 14.76    250 0.201  8.29  -120.3    15.1  15.6   4.6   98.1   9.94    10.5
10/01/12 03:01:13 14.45    249 0.199  8.29  -120.3    13.9  16.3   4.8   98.3  10.02    10.5
10/01/12 03:31:13 14.39    249 0.199  8.28  -119.8    18.9  12.0   3.5   98.3  10.04    10.5
10/01/12 04:01:13 14.36    249 0.199  8.28  -119.5    18.4  20.0   5.9   98.2  10.03    10.5
10/01/12 04:31:13 14.31    249 0.198  8.27  -119.4    15.5  10.4   3.1   98.2  10.05    10.5
10/01/12 05:01:13 14.30    249 0.198  8.27  -119.2    15.7  12.5   3.7   98.2  10.05    10.5
10/01/12 05:31:13 14.29    249 0.198  8.27  -119.1    28.1  15.4   4.5   98.0  10.03    10.5
